task_id,tier,function_name,n_parameters,parameters,return_type,proof_block_nonempty,contains_sorry_in_proof,has_reference_proof_text,original_compiles,original_compile_seconds,original_error_category,has_reference_proof,code_loc,code_aux_loc,proof_loc,proof_aux_loc,precond_is_true,spec_hash,proof_hash,code_has_termination_by,code_has_where,code_has_do,code_has_let_rec,code_first_token,task_has_upstream_axioms
verina_basic_64,basic,insert,5,"[{""param_name"": ""oline"", ""param_type"": ""Array Char""}, {""param_name"": ""l"", ""param_type"": ""Nat""}, {""param_name"": ""nl"", ""param_type"": ""Array Char""}, {""param_name"": ""p"", ""param_type"": ""Nat""}, {""param_name"": ""atPos"", ""param_type"": ""Nat""}]",Array Char,True,True,False,True,0.989,,False,17,0,1,0,False,fc85a6028eeef365c66fb33e7f9c17fb5d7db5c78d7f8ef3ce727692b0d84883,aba5987295c6bf8fd2e008fb639743d64fb6b0cf07b56834a4f615876ad812db,False,False,False,False,let,False
verina_basic_65,basic,SquareRoot,1,"[{""param_name"": ""N"", ""param_type"": ""Nat""}]",Nat,True,True,False,True,0.885,,False,8,0,1,0,True,38141b257f909dd9ce9f7f88895518a4cb77f0956b2de86300f651f94e40cdef,aba5987295c6bf8fd2e008fb639743d64fb6b0cf07b56834a4f615876ad812db,False,False,False,True,let,False
verina_basic_66,basic,ComputeIsEven,1,"[{""param_name"": ""x"", ""param_type"": ""Int""}]",Bool,True,False,True,True,21.003,,True,1,0,3,0,True,9300d16b9957b06554011b12d8985caa114c512f6eac35f42f2319056238a3b4,738b44058f5a36560a1133007b0475769ed1a63f455c6241725130c1061e5ac4,False,False,False,False,if,False
verina_basic_67,basic,IsPalindrome,1,"[{""param_name"": ""x"", ""param_type"": ""List Char""}]",Bool,True,True,False,True,1.175,,False,1,7,1,0,True,7f112bac3d60476416fffe19380348bf97a27332d9a5441649f30c41fbe8aef3,aba5987295c6bf8fd2e008fb639743d64fb6b0cf07b56834a4f615876ad812db,False,False,False,False,if,False
verina_basic_68,basic,LinearSearch,2,"[{""param_name"": ""a"", ""param_type"": ""Array Int""}, {""param_name"": ""e"", ""param_type"": ""Int""}]",Nat,True,False,True,True,25.031,,True,6,0,162,0,True,ed2ef8f276ee2125f13348cccc8e37fb356bd4d382bb4ffffb4f62ebc13372b4,ddf8116f270f794889d6cbb165db0698c471baee68002fca2c17360e4570c343,False,False,False,True,let,False
verina_basic_69,basic,LinearSearch,2,"[{""param_name"": ""a"", ""param_type"": ""Array Int""}, {""param_name"": ""e"", ""param_type"": ""Int""}]",Nat,True,True,False,True,1.11,,False,1,5,1,0,False,7f5d744a1f32010fcd1bcaa05d15820d26e40ec89fa09b7bb90297760a971221,aba5987295c6bf8fd2e008fb639743d64fb6b0cf07b56834a4f615876ad812db,False,False,False,False,linearSearchAux,False
verina_basic_70,basic,LinearSearch3,2,"[{""param_name"": ""a"", ""param_type"": ""Array Int""}, {""param_name"": ""P"", ""param_type"": ""Int -> Bool""}]",Nat,True,True,False,True,1.195,,False,6,0,1,0,False,db21c9e0f945a7e0cee255496680d65112ced346bcc1bc40c5abc9a5b08cc79f,aba5987295c6bf8fd2e008fb639743d64fb6b0cf07b56834a4f615876ad812db,False,False,False,True,let,False
verina_basic_71,basic,LongestCommonPrefix,2,"[{""param_name"": ""str1"", ""param_type"": ""List Char""}, {""param_name"": ""str2"", ""param_type"": ""List Char""}]",List Char,True,True,False,True,1.428,,False,10,0,1,0,True,ff28360aa5af0987bbfc1ac345f5802b0908bdf517a5349510a70437d358ad1b,aba5987295c6bf8fd2e008fb639743d64fb6b0cf07b56834a4f615876ad812db,False,False,False,True,let,False
verina_basic_72,basic,append,2,"[{""param_name"": ""a"", ""param_type"": ""Array Int""}, {""param_name"": ""b"", ""param_type"": ""Int""}]",Array Int,True,True,False,True,1.352,,False,3,5,1,0,True,37a311e7a7a67f350fc89a781688fa3b889bf0f3476adc6b6d4da5a6c252f28c,aba5987295c6bf8fd2e008fb639743d64fb6b0cf07b56834a4f615876ad812db,False,False,False,False,let,False
verina_basic_73,basic,Match,2,"[{""param_name"": ""s"", ""param_type"": ""String""}, {""param_name"": ""p"", ""param_type"": ""String""}]",Bool,True,True,False,True,1.225,,False,8,0,1,0,False,45fa1c4eacc329c47931f9eac9383eb5cf7e8baf2692301bdd469f4535522db0,aba5987295c6bf8fd2e008fb639743d64fb6b0cf07b56834a4f615876ad812db,False,False,False,True,let,False
verina_basic_74,basic,maxArray,1,"[{""param_name"": ""a"", ""param_type"": ""Array Int""}]",Int,True,True,False,True,1.395,,False,1,6,1,0,False,1978aca6f048af3b8e8755ee646dfeb53fe8bc42e7472ecd430ec72e3e15aa0c,aba5987295c6bf8fd2e008fb639743d64fb6b0cf07b56834a4f615876ad812db,False,False,False,False,maxArray_aux,False
verina_basic_75,basic,minArray,1,"[{""param_name"": ""a"", ""param_type"": ""Array Int""}]",Int,True,True,False,True,1.382,,False,1,6,1,0,False,fffd3ac40f2cb01700a5c3354770cde8deeba2f9b169900e06dc07c82f75bae6,aba5987295c6bf8fd2e008fb639743d64fb6b0cf07b56834a4f615876ad812db,False,False,False,False,loop,False
verina_basic_76,basic,myMin,2,"[{""param_name"": ""x"", ""param_type"": ""Int""}, {""param_name"": ""y"", ""param_type"": ""Int""}]",Int,True,False,True,True,1.002,,True,1,0,10,0,True,d9901d31ec443cc0361ca053ba855756bcebd3f7b2721795ecbe1c0af761407d,ad8f0fab293b2f133dded5a6c7ce64bfe5c910305aac960e8b485dd5834a96c0,False,False,False,False,if,False
verina_basic_77,basic,modify_array_element,4,"[{""param_name"": ""arr"", ""param_type"": ""Array (Array Nat)""}, {""param_name"": ""index1"", ""param_type"": ""Nat""}, {""param_name"": ""index2"", ""param_type"": ""Nat""}, {""param_name"": ""val"", ""param_type"": ""Nat""}]",Array (Array Nat),True,True,False,True,0.903,,False,3,2,1,0,False,080d9f62ec5f44681a2d6e76a3b0018cce3fea202b38871a0c08b90256c02eb5,aba5987295c6bf8fd2e008fb639743d64fb6b0cf07b56834a4f615876ad812db,False,False,False,False,let,False
verina_basic_78,basic,MultipleReturns,2,"[{""param_name"": ""x"", ""param_type"": ""Int""}, {""param_name"": ""y"", ""param_type"": ""Int""}]",(Int × Int),True,False,True,True,0.868,,True,3,0,2,0,True,1023c80e4b2fff27002508b81c3d6b5ac10976a798683e4c6ffd59d089cbc2d9,b5da5cb0d8956bdb5ee634b4c2dfdb41abb0f7a3d8898ea4897c01a2b7efc5dd,False,False,False,False,let,False
verina_basic_79,basic,onlineMax,2,"[{""param_name"": ""a"", ""param_type"": ""Array Int""}, {""param_name"": ""x"", ""param_type"": ""Nat""}]",Int × Nat,True,True,False,True,1.662,,False,4,9,1,0,False,8c6022d54224709f9d371d50f2e3cc91e0340171bd1f959d34ca3c8ee9587558,aba5987295c6bf8fd2e008fb639743d64fb6b0cf07b56834a4f615876ad812db,False,False,False,False,let,False
verina_basic_80,basic,only_once,2,"[{""param_name"": ""a"", ""param_type"": ""Array Int""}, {""param_name"": ""key"", ""param_type"": ""Int""}]",Bool,True,True,False,True,1.354,,False,1,9,1,0,True,15ebf1ba947124e3c08018e49c44a1e053ca4afa5375f0e914198b88c439f5f0,aba5987295c6bf8fd2e008fb639743d64fb6b0cf07b56834a4f615876ad812db,False,False,False,False,only_once_loop,False
verina_basic_81,basic,DivisionFunction,2,"[{""param_name"": ""x"", ""param_type"": ""Nat""}, {""param_name"": ""y"", ""param_type"": ""Nat""}]",Int × Int,True,False,True,True,20.202,,True,1,4,59,0,True,716dfc85a331316a49df1cf098ae3f7e753e8b4f1cd0927243c0ec663a3c5362,0369a11fac2fd4d20eeffe78e779da518dfca4f240d8b625c9b2d5b18d0aabe1,False,False,False,False,if,False
verina_basic_82,basic,remove_front,1,"[{""param_name"": ""a"", ""param_type"": ""Array Int""}]",Array Int,True,True,False,True,1.308,,False,5,5,1,0,False,5b0f97534952693427d718fe2835684542cace047ccc8a36ed155f74aadc1677,aba5987295c6bf8fd2e008fb639743d64fb6b0cf07b56834a4f615876ad812db,False,False,False,False,if,False
verina_basic_83,basic,concat,2,"[{""param_name"": ""a"", ""param_type"": ""Array Int""}, {""param_name"": ""b"", ""param_type"": ""Array Int""}]",Array Int,True,True,False,True,1.359,,False,8,0,1,0,True,d290571a2c033afa84341ef0301c0d6f5124b6d1a404413b5921bb0db4ca8ee1,aba5987295c6bf8fd2e008fb639743d64fb6b0cf07b56834a4f615876ad812db,False,False,False,True,let,False
verina_basic_84,basic,replace,2,"[{""param_name"": ""arr"", ""param_type"": ""Array Int""}, {""param_name"": ""k"", ""param_type"": ""Int""}]",Array Int,True,True,False,True,1.508,,False,1,9,1,0,True,f4507e1b69e496d8306d65def856ff407bba14fb0ccb3a9475572324393ec877,aba5987295c6bf8fd2e008fb639743d64fb6b0cf07b56834a4f615876ad812db,False,False,False,False,replace_loop,False
verina_basic_85,basic,reverse,1,"[{""param_name"": ""a"", ""param_type"": ""Array Int""}]",Array Int,True,True,False,True,1.665,,False,1,9,1,0,True,34a99f23b2592e2b709479ad8a37d1292929d7907e5f5de6297455afaf32460a,aba5987295c6bf8fd2e008fb639743d64fb6b0cf07b56834a4f615876ad812db,False,False,False,False,reverse_core,False
verina_basic_86,basic,rotate,2,"[{""param_name"": ""a"", ""param_type"": ""Array Int""}, {""param_name"": ""offset"", ""param_type"": ""Int""}]",Array Int,True,True,False,True,1.42,,False,4,8,1,0,False,2c1c3c89cfaf4fed2dc15ed74a80a2b652d6d48c4de163b15af5495c8de574c3,aba5987295c6bf8fd2e008fb639743d64fb6b0cf07b56834a4f615876ad812db,False,False,False,False,let,False
verina_basic_87,basic,SelectionSort,1,"[{""param_name"": ""a"", ""param_type"": ""Array Int""}]",Array Int,True,True,False,True,0.89,,False,5,12,1,0,True,61d906fae10a211f4d6974d7023e979f7fee83c05582bf38208a4d1d96d972d3,aba5987295c6bf8fd2e008fb639743d64fb6b0cf07b56834a4f615876ad812db,False,False,False,False,let,False
verina_basic_88,basic,ToArray,1,"[{""param_name"": ""xs"", ""param_type"": ""List Int""}]",Array Int,True,True,False,True,0.866,,False,1,0,1,0,True,420ad8c684fe2237154ef98a8242f5acee41c78a8b8fd7921720bb26ddcd05bb,aba5987295c6bf8fd2e008fb639743d64fb6b0cf07b56834a4f615876ad812db,False,False,False,False,xs.toArray,False
verina_basic_89,basic,SetToSeq,1,"[{""param_name"": ""s"", ""param_type"": ""List Int""}]",List Int,True,True,False,True,0.861,,False,1,0,1,0,True,47870c3fb4ec9a5f32ede6fa85ca7c7acacb85922c3457bcde083b88a077dc4c,aba5987295c6bf8fd2e008fb639743d64fb6b0cf07b56834a4f615876ad812db,False,False,False,False,s.foldl,False
verina_basic_90,basic,SlopeSearch,2,"[{""param_name"": ""a"", ""param_type"": ""Array (Array Int)""}, {""param_name"": ""key"", ""param_type"": ""Int""}]",(Int × Int),True,True,False,True,1.538,,False,11,0,1,0,False,ce3855686a9a563858afb7262cc61e86c2ebafef225c81be04f0243a371305e6,aba5987295c6bf8fd2e008fb639743d64fb6b0cf07b56834a4f615876ad812db,False,False,False,True,let,False
verina_basic_91,basic,Swap,2,"[{""param_name"": ""X"", ""param_type"": ""Int""}, {""param_name"": ""Y"", ""param_type"": ""Int""}]",Int × Int,True,False,True,True,0.903,,True,6,0,3,0,True,590c7e16696da262a23fc9280a6e4bbb0efa987345d34f6ae93bdb47eb9f202b,11a241da7a71c347f0308869f8f07dd088dfbdb373127ef4c276d0407546286b,False,False,False,False,let,False
verina_basic_92,basic,SwapArithmetic,2,"[{""param_name"": ""X"", ""param_type"": ""Int""}, {""param_name"": ""Y"", ""param_type"": ""Int""}]",(Int × Int),True,False,True,True,0.907,,True,6,0,5,0,True,2d5bc935d9de928d0013158e0d0639b4bb7d52bf8a4cec71039bc75cd7c71344,e9d957e120f9a0f9106f46b361d201dac71e6707aa6eb989f96a8702cfcd86f7,False,False,False,False,let,False
verina_basic_93,basic,SwapBitvectors,2,"[{""param_name"": ""X"", ""param_type"": ""UInt8""}, {""param_name"": ""Y"", ""param_type"": ""UInt8""}]",UInt8 × UInt8,True,True,False,True,0.85,,False,4,0,1,0,True,590c7e16696da262a23fc9280a6e4bbb0efa987345d34f6ae93bdb47eb9f202b,aba5987295c6bf8fd2e008fb639743d64fb6b0cf07b56834a4f615876ad812db,False,False,False,False,let,False
verina_basic_94,basic,iter_copy,1,"[{""param_name"": ""s"", ""param_type"": ""Array Int""}]",Array Int,True,True,False,True,1.276,,False,8,0,1,0,True,29182a5ec66075744942ee924dae0db92928bbdd19ce0185148f00d353a1d868,aba5987295c6bf8fd2e008fb639743d64fb6b0cf07b56834a4f615876ad812db,False,False,False,True,let,False
verina_basic_95,basic,swap,3,"[{""param_name"": ""arr"", ""param_type"": ""Array Int""}, {""param_name"": ""i"", ""param_type"": ""Int""}, {""param_name"": ""j"", ""param_type"": ""Int""}]",Array Int,True,False,True,True,1.977,,True,5,0,121,0,False,f400ff69912907b911497ff88ee1ffa9a022ee97696ae7f99f2abe826f9368db,21f04f749c0ba4d00c372384e7aa0bb582649967581fc327af3b35af84685dc1,False,False,False,False,let,False
verina_basic_96,basic,SwapSimultaneous,2,"[{""param_name"": ""X"", ""param_type"": ""Int""}, {""param_name"": ""Y"", ""param_type"": ""Int""}]",Int × Int,True,False,True,True,0.891,,True,1,0,3,0,True,2d5bc935d9de928d0013158e0d0639b4bb7d52bf8a4cec71039bc75cd7c71344,e8b0e366e4b2fa4e3a34c65c2414c53f30c5bebaf330b3724de172a1807cf7d1,False,False,False,False,"(Y,",False
verina_basic_97,basic,TestArrayElements,2,"[{""param_name"": ""a"", ""param_type"": ""Array Int""}, {""param_name"": ""j"", ""param_type"": ""Nat""}]",Array Int,True,False,True,True,0.958,,True,1,0,24,0,False,86342cdca20933506b809c908e8d05c1000625921d59749b3f4240025f6e2c40,6a15a3eee4643d452e205e161eca9ce2eed53b77249c5486c8368cf0e1d84636,False,False,False,False,a.set!,False
verina_basic_98,basic,Triple,1,"[{""param_name"": ""x"", ""param_type"": ""Int""}]",Int,True,False,True,True,0.84,,True,1,0,2,0,True,8ea4c3de66341ef9c4cf3858383ca0ba1bd09ec82562a4f2c725938ed517ce4c,9cefbf5d49b8e7912377419600898a46c75ad4baee3c947e10c57bf0800893a5,False,False,False,False,x,False
verina_basic_99,basic,Triple,1,"[{""param_name"": ""x"", ""param_type"": ""Int""}]",Int,True,False,True,True,18.105,,True,7,0,14,0,True,8ea4c3de66341ef9c4cf3858383ca0ba1bd09ec82562a4f2c725938ed517ce4c,2572871e989024d02382816ae1e567ec1cc9198e8c597ccde123cb1b5d979b13,False,False,False,False,if,False
verina_basic_100,basic,Triple,1,"[{""param_name"": ""x"", ""param_type"": ""Int""}]",Int,True,False,True,True,17.73,,True,3,0,8,0,True,8ea4c3de66341ef9c4cf3858383ca0ba1bd09ec82562a4f2c725938ed517ce4c,a188e1cecea258ef5cc8649df0654c3917fd422f5d225a19b681b3380fed84d0,False,False,False,False,if,False
verina_basic_101,basic,Triple,1,"[{""param_name"": ""x"", ""param_type"": ""Int""}]",Int,True,False,True,True,0.945,,True,2,0,5,0,True,8ea4c3de66341ef9c4cf3858383ca0ba1bd09ec82562a4f2c725938ed517ce4c,cd10127c64f63a8b0871c8c9b3d9046b70446efa02f2fe089d464f5d2b51b471,False,False,False,False,let,False
verina_basic_102,basic,twoSum,2,"[{""param_name"": ""nums"", ""param_type"": ""Array Int""}, {""param_name"": ""target"", ""param_type"": ""Int""}]",(Nat × Nat),True,True,False,True,1.54,,False,19,0,1,0,False,8fca13b315447a8340e2a9a81e5f28489fd031ebbdce409bf635d33308e6b7b4,aba5987295c6bf8fd2e008fb639743d64fb6b0cf07b56834a4f615876ad812db,False,False,False,True,let,False
verina_basic_103,basic,UpdateElements,1,"[{""param_name"": ""a"", ""param_type"": ""Array Int""}]",Array Int,True,True,False,True,0.915,,False,3,0,1,0,False,fc06369b2d6c1e569033434250449483b913c3e49eb090d8223b4cfe99fd94b1,aba5987295c6bf8fd2e008fb639743d64fb6b0cf07b56834a4f615876ad812db,False,False,False,False,let,False
verina_basic_104,basic,update_map,2,"[{""param_name"": ""m1"", ""param_type"": ""Map Int Int""}, {""param_name"": ""m2"", ""param_type"": ""Map Int Int""}]",Map Int Int,True,True,False,True,1.051,,False,4,0,1,0,False,b2646ec51c46472c4004bbb7abc820d9148a42f4debf7bed056313d84a8eae90,aba5987295c6bf8fd2e008fb639743d64fb6b0cf07b56834a4f615876ad812db,False,False,False,False,let,False
verina_basic_105,basic,arrayProduct,2,"[{""param_name"": ""a"", ""param_type"": ""Array Int""}, {""param_name"": ""b"", ""param_type"": ""Array Int""}]",Array Int,True,True,False,True,1.437,,False,3,8,1,0,False,fa13a85911f2261f30fdc162d26d43e66bc2b5316c4266c95e78e65b1894872f,aba5987295c6bf8fd2e008fb639743d64fb6b0cf07b56834a4f615876ad812db,False,False,False,False,let,False
verina_basic_106,basic,arraySum,2,"[{""param_name"": ""a"", ""param_type"": ""Array Int""}, {""param_name"": ""b"", ""param_type"": ""Array Int""}]",Array Int,True,True,False,True,1.328,,False,11,0,1,0,False,3356f8ce5fb52516f712f97acb12fa9e0fd5432d7b6a888673a323e5e1317d76,aba5987295c6bf8fd2e008fb639743d64fb6b0cf07b56834a4f615876ad812db,False,False,False,True,if,False
verina_basic_107,basic,ComputeAvg,2,"[{""param_name"": ""a"", ""param_type"": ""Int""}, {""param_name"": ""b"", ""param_type"": ""Int""}]",Int,True,True,False,True,0.828,,False,1,0,1,0,True,e5a8892336d64101467f8c1dd6c6b5d219714824a5f73823f1ab8e0581c2c269,aba5987295c6bf8fd2e008fb639743d64fb6b0cf07b56834a4f615876ad812db,False,False,False,False,(a,False
verina_basic_108,basic,below_zero,1,"[{""param_name"": ""operations"", ""param_type"": ""List Int""}]",(Array Int × Bool),True,True,False,True,0.94,,False,7,7,1,0,True,2a757f8fc58d87c922bdd8340d5beeb1114c76c546929bd424c5c7a8038d1138,aba5987295c6bf8fd2e008fb639743d64fb6b0cf07b56834a4f615876ad812db,False,False,False,True,let,False
